Timestamp,Birth Year,Gender,Current Brand,Ownership Duration,Top Priorities,Information Source,Purchase Preference,Previous Brand,Loyalty (1-5),Other Devices?,AI Features (1-5),Foldable Interest,Max Budget,After-Sales (1-5)
27/02/2026 08:33:55,2005,Female,Xiaomi,4 months,Camera,Tech Youtuber,One-time full payment,Techno,3,No,3,Maybe,around 10 lakhs,5
27/02/2026 09:22:49,2004,Female,Redmi,4 years,"Camera, Battery, Gaming",Tech Youtuber,One-time full payment,Redmi,4,No,3,Maybe,around 15 lakhs,4
27/02/2026 10:33:44,2003,Male,Realmi,3 years,"Camera, Battery, Gaming, Affordability",Tech Youtuber,One-time full payment,Xiaomi,3,No,3,Maybe,around 20 lakhs,4
27/02/2026 11:22:18,2007,Male,Redmi,1 month,"Battery, Gaming, SOC",Tiktok Comparisons,One-time full payment,Redmi,5,No,2,No,around 20 lakhs,5
28/02/2026 07:44:56,2004,Female,Redmi,5 years,Brand Image,In-store demos,One-time full payment,Redmi,4,No,4,No,around 15 lakhs,5
28/02/2026 08:33:22,2004,Male,Redmi,4 months,"Camera, SOC",Tech Youtuber,One-time full payment,Vivo,1,Yes,4,Maybe,around 15 lakhs,4
28/02/2026 09:56:47,2004,Female,Apple,3 years,"Camera, Brand Image",Tiktok Comparisons,One-time full payment,Samsung,5,Yes,3,Maybe,above 20 lakhs,3
28/02/2026 10:22:33,2005,Male,Apple,9 months,Camera,Tiktok Comparisons,One-time full payment,Samsung,4,No,4,No,above 20 lakhs,5
28/02/2026 11:44:29,2006,Male,Apple,1.5 years,"Camera, Battery, Brand Image",Tiktok Comparisons,One-time full payment,Vivo,5,No,5,No,above 20 lakhs,5
28/02/2026 12:33:18,2004,Female,Apple,2 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Samsung,5,Yes,4,Yes,around 20 lakhs,5
01/03/2026 07:22:55,1987,Female,Vivo,2 years,"Camera, Battery",Friend/Family,One-time full payment,Vivo,4,No,2,Maybe,around 15 lakhs,5
01/03/2026 08:44:33,1991,Female,Xiaomi,4 years,"Battery, Affordability",In-store demos,One-time full payment,Apple,3,No,3,No,around 10 lakhs,4
01/03/2026 09:33:27,1972,Female,Infinix,3 years,Affordability,In-store demos,Second-hand,Redmi,3,No,3,Yes,around 8 lakhs,3
01/03/2026 10:56:44,1981,Male,Xiaomi,5 years,"Battery, Affordability",Friend/Family,One-time full payment,Vivo,4,No,4,No,around 8 lakhs,4
01/03/2026 11:22:19,2000,Female,Xiaomi,4 years,"Camera, Battery, Affordability",Friend/Family,One-time full payment,Samsung,3,No,1,Maybe,around 6 lakhs,1
01/03/2026 12:44:38,2004,Female,Apple,2 years,"Camera, Battery",Tiktok Comparisons,One-time full payment,Redmi,4,No,4,No,above 20 lakhs,4
02/03/2026 07:33:22,2004,Female,Samsung,3 years,"Camera, Battery",Friend/Family,One-time full payment,Redmi,4,No,4,No,around 20 lakhs,5
02/03/2026 08:44:19,2003,Female,Honor,1 year,"Camera, Battery, Brand Image",Tech Youtuber,One-time full payment,Redmi,3,Yes,4,Yes,around 20 lakhs,5
02/03/2026 09:33:56,2003,Female,Infinix,2.5 years,Affordability,Friend/Family,One-time full payment,Redmi,1,No,3,No,around 10 lakhs,4
02/03/2026 10:56:33,2003,Female,Infinix,1 year,"Camera, Battery",In-store demos,One-time full payment,Redmi,2,No,4,No,around 20 lakhs,4
02/03/2026 11:22:47,2003,Female,Samsung,3 years,"Camera, Battery",Friend/Family,One-time full payment,Samsung,4,No,4,No,around 15 lakhs,5
02/03/2026 12:44:22,2004,Male,Oppo,2 months,"Camera, Battery, SOC",Tech Youtuber,Second-hand,Samsung,2,Yes,3,No,above 20 lakhs,3
03/03/2026 07:33:48,2003,Female,Oppo,1 month,"Camera, Battery",In-store demos,One-time full payment,Redmi,4,Yes,4,No,around 20 lakhs,4
03/03/2026 08:22:44,2003,Male,Redmi,1 year,"Battery, Gaming, Affordability, SOC",Friend/Family,One-time full payment,Samsung,5,No,1,No,around 10 lakhs,4
03/03/2026 09:44:22,2004,Female,Apple,3 years,"Camera, Brand Image",Friend/Family,One-time full payment,Samsung,5,Yes,4,No,above 20 lakhs,3
03/03/2026 10:22:56,2004,Female,Apple,3 years,"Camera, Brand Image, SOC",Social Media Ads,One-time full payment,Apple,5,Yes,2,No,above 20 lakhs,3
03/03/2026 11:33:19,2004,Female,Samsung,7 years,"Gaming, Affordability",Friend/Family,One-time full payment,Samsung,3,No,3,No,around 15 lakhs,5
03/03/2026 12:56:44,2005,Female,Samsung,5 years,"Battery, Brand Image",Social Media Ads,One-time full payment,Xiaomi,2,No,4,Maybe,around 20 lakhs,5
04/03/2026 07:22:38,2003,Female,Samsung,4 years,Camera,Tiktok Comparisons,One-time full payment,Samsung,4,Yes,4,Yes,around 15 lakhs,5
04/03/2026 08:44:29,2005,Female,Redmi,3 months,"Camera, Battery, Gaming, SOC",Tech Youtuber,One-time full payment,Redmi,4,No,3,No,around 10 lakhs,3
04/03/2026 09:33:44,2005,Female,Apple,3 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Apple,4,Yes,3,No,above 20 lakhs,3
04/03/2026 10:22:18,2002,Female,Apple,2 years,"Battery, Brand Image",In-store demos,One-time full payment,Huawei,3,No,3,Yes,above 20 lakhs,5
04/03/2026 11:44:56,2007,Female,Xiaomi,3 months,Camera,Social Media Ads,Monthly installments,Samsung,4,Yes,3,No,around 15 lakhs,3
04/03/2026 12:33:22,2002,Female,Apple,2 years,"Battery, Brand Image",In-store demos,One-time full payment,Huawei,3,No,3,Yes,above 20 lakhs,5
04/03/2026 13:56:47,2004,Female,Vivo,4 years,"Camera, Gaming",In-store demos,One-time full payment,Redmi,1,No,5,No,above 20 lakhs,2
05/03/2026 07:22:33,2004,Female,Redmi,9 months,"Camera, Battery, Affordability",Friend/Family,One-time full payment,Redmi,2,No,1,No,around 8 lakhs,5
05/03/2026 08:44:29,2004,Female,Apple,1 year,Camera,Friend/Family,One-time full payment,Apple,1,Yes,1,Maybe,above 20 lakhs,1
05/03/2026 09:22:55,2002,Female,Apple,2 years,"Camera, Battery, Affordability",Friend/Family,One-time full payment,Apple,5,Yes,4,No,above 20 lakhs,5
